Date,Open,High,Low,Close,Adj Close,Volume
2002-10-29,8988.620117,8988.620117,8988.620117,8988.620117,8888.736328,100349
2002-10-30,10061.099609,10061.099609,9948.769531,10061.099609,9949.297852,4178437
2002-10-31,10214.299805,10459.5,9325.700195,9560.629883,9454.389648,6465417
2002-11-01,9805.769531,10112.200195,8620.910156,8968.200195,8868.543945,3674734
2002-11-04,8886.480469,8947.769531,8304.259766,8518.759766,8424.097656,3387882
2002-11-05,8477.910156,8927.339844,8477.910156,8508.549805,8414.0,3070681
2002-11-06,8641.339844,8702.620117,8130.620117,8324.69043,8232.18457,2497468
2002-11-07,8273.620117,8733.269531,8253.19043,8334.910156,8242.291016,2336420
2002-11-08,8140.830078,8253.19043,8018.259765999999,8171.47998,8080.675781,1348104
2002-11-11,8151.049805,8651.549805,8151.049805,8375.759766,8282.686523,2156771
2002-11-12,8232.759766,8273.620117,7865.049805,7926.330078,7838.250977,1435236
2002-11-13,7926.330078,8120.399901999999,7497.330078,7517.759765999999,7434.220703,2114183
2002-11-14,7762.899901999999,7844.620117,7252.189941,7476.899901999999,7393.814453,1713277
2002-11-15,7660.759765999999,7854.830078,7415.609863,7854.830078,7767.54541,2109778
2002-11-18,7824.189941,7956.97998,7732.259765999999,7742.470215,7656.433105,1302090
2002-11-19,7844.620117,8069.330078,7824.189941,7885.470215,7797.844727,1825863
2002-11-20,7885.470215,8202.120117,7875.259765999999,8202.120117,8110.975586,2153344
2002-11-21,8314.480469,8355.330078,8028.47998,8069.330078,7979.661620999999,1324118
2002-11-22,8253.19043,8641.339844,8130.620117,8242.980469,8151.382812999999,3482847
2002-11-25,8355.330078,8488.120117,8130.620117,8314.480469,8222.086914,1580131
2002-11-26,8416.620117,8477.910156,8151.049805,8171.47998,8080.675781,1652578
2002-11-27,8069.330078,8191.910156,7517.759765999999,7701.620117,7616.038086,3949837
2002-11-28,7865.049805,8263.410156,7701.620117,8048.899901999999,7959.458495999999,3820607
2002-11-29,8151.049805,9009.049805,8028.47998,9009.049805,8908.938477,7242755
2002-12-03,9397.200195,9540.200195,9274.629883,9417.629883,9312.978516,2508237
2002-12-04,9192.910156,9805.769531,9131.620117,9540.200195,9434.186523,2813200
2002-12-05,9744.490234,10663.799805,9458.480469,10418.599609,10302.825195,5557870
2002-12-06,10336.900391,11154.099609,10316.5,10582.099609,10464.508789,5056124
2002-12-09,10786.299805,10847.599609,10275.599609,10357.299805,10242.206055,1755864
2002-12-10,10153.099609,10786.299805,10112.200195,10643.299805,10525.02832,2336420
2002-12-11,10765.900391,11542.200195,10684.200195,10949.799805,10828.12207,3934173
2002-12-12,11215.400391,12012.099609,11174.5,11787.400391,11656.415039,4855916
2002-12-13,11869.099609,12400.200195,11685.200195,11787.400391,11656.415039,3247883
2002-12-16,11644.400391,11971.200195,11276.599609,11542.200195,11413.939453,1697123
2002-12-17,11889.5,11909.900391,11337.900391,11480.900391,11353.321289,1831738
2002-12-18,11358.400391,11766.900391,11317.5,11440.099609,11312.974609,1670200
2002-12-20,11317.5,11542.200195,10949.799805,11011.099609,10888.741211,1395097
2002-12-23,10949.799805,11194.900391,10204.099609,10622.900391,10504.855469,1998660
2002-12-24,10622.900391,11113.200195,10602.5,10929.299805,10807.850586,2720683
2002-12-26,10908.900391,10949.799805,10214.299805,10214.299805,10100.796875,1702507
2002-12-27,9969.200195,10418.599609,9703.629883,10050.900391,9939.212891,1609501
2002-12-30,10010.099609,10050.900391,8906.910156,9090.769531,8989.750977,2245371
2003-01-02,9397.200195,10173.5,9335.910156,10173.5,10060.449219,2602223
2003-01-03,10643.299805,11378.799805,10643.299805,11378.799805,11252.355469,4297387
2003-01-06,11480.900391,11787.400391,10929.299805,11521.799805,11393.765625,4377177
2003-01-07,11807.799805,11828.200195,10929.299805,11031.5,10908.915039,3282149
2003-01-08,11235.799805,12012.099609,11154.099609,11623.900391,11494.731445,5293046
2003-01-09,11358.400391,12093.799805,11337.900391,11848.599609,11716.933594,3076555
2003-01-10,12175.5,12195.900391,10439.099609,11297.099609,11171.563477,3678650
2003-01-13,11297.099609,11664.799805,11174.5,11583.099609,11454.384766,1798940
2003-01-14,11583.099609,11664.799805,11358.400391,11358.400391,11232.181641,1559082
