Date,Open,High,Low,Close,Adj Close,Volume
2016-08-31,24876.0,26033.099609,20991.699219,20991.699219,20303.160156,2451614
2016-09-01,21652.900391,22396.699219,19586.800781,20082.599609,19423.880859,994539
2016-09-02,20289.300781,20330.599609,18801.699219,19049.599609,18424.761719,792785
2016-09-05,19049.599609,19421.5,18884.300781,18966.900391,18344.777344,362814
2016-09-06,19256.199219,19545.5,18843.0,19008.300781,18384.818359,280247
2016-09-07,18925.599609,19090.900391,18140.5,18677.699219,18065.060547,371097
2016-09-08,18553.699219,18553.699219,17231.400391,17520.699219,16946.009766,410416
2016-09-09,17231.400391,17809.900391,16983.5,17809.900391,17225.726563,185719
2016-09-12,17231.400391,17727.300781,17190.099609,17520.699219,16946.009766,178186
2016-09-13,17562.0,17603.300781,16983.5,17355.400391,16786.134766,150925
2016-09-19,17355.400391,17479.300781,16776.900391,16818.199219,16266.552734,149607
2016-09-20,16735.5,17355.400391,16570.199219,17355.400391,16786.134766,171357
2016-09-21,17190.099609,17520.699219,17066.099609,17520.699219,16946.009766,94298
2016-09-22,17479.300781,17727.300781,17396.699219,17396.699219,16826.078125,97211
2016-09-23,17727.300781,18595.0,17520.699219,18512.400391,17905.183594,211402
2016-09-26,18636.400391,19752.099609,18512.400391,19628.099609,18984.289063,452774
2016-09-27,19586.800781,19586.800781,18925.599609,19256.199219,18624.585938,186522
2016-09-28,19297.5,19917.400391,19132.199219,19669.400391,19024.234375,195662
2016-09-29,19669.400391,19834.699219,19421.5,19752.099609,19104.220703,77423
2016-09-30,19504.099609,19710.699219,18719.0,18760.300781,18144.953125,199663
2016-10-04,18760.300781,18760.300781,17851.199219,18677.699219,18065.060547,193353
2016-10-05,18512.400391,18884.300781,18429.800781,18677.699219,18065.060547,64391
2016-10-06,18677.699219,18801.699219,18181.800781,18512.400391,17905.183594,82193
2016-10-07,18595.0,18595.0,17314.0,17396.699219,16826.078125,176522
2016-10-10,17190.099609,17685.900391,17190.099609,17438.0,16866.025391,89552
2016-10-11,17851.199219,17851.199219,17479.300781,17685.900391,17105.792969,56491
2016-10-12,17438.0,17768.599609,17355.400391,17603.300781,17025.904297,59450
2016-10-13,17644.599609,17644.599609,17148.800781,17314.0,16746.091797,64462
2016-10-14,17314.0,17355.400391,17024.800781,17066.099609,16506.322266,41023
2016-10-17,16942.099609,17355.400391,16818.199219,17066.099609,16506.322266,49819
2016-10-18,17066.099609,17314.0,16983.5,17190.099609,16626.255859,26793
2016-10-19,17355.400391,17685.900391,17066.099609,17520.699219,16946.009766,43629
2016-10-20,17355.400391,17727.300781,17107.400391,17148.800781,16586.3125,40776
2016-10-21,16942.099609,17272.699219,16942.099609,17148.800781,16586.3125,36363
2016-10-24,17314.0,17314.0,16694.199219,16818.199219,16266.552734,55613
2016-10-25,16818.199219,16900.800781,16198.299805,16281.0,15746.974609,86055
2016-10-26,16074.400391,16074.400391,15454.5,15702.5,15187.449219,119342
2016-10-27,15537.200195,16281.0,15537.200195,16281.0,15746.974609,51473
2016-10-28,16363.599609,16363.599609,15619.799805,15702.5,15187.449219,49779
2016-10-31,15537.200195,15661.200195,14545.5,14545.5,14068.400391,107829
2016-11-01,14256.200195,14628.099609,14256.200195,14504.099609,14028.357422,83630
2016-11-02,14338.799805,14586.799805,13553.700195,14173.599609,13708.698241999999,129148
2016-11-03,13801.700195,14297.5,13677.700195,14008.299805,13548.820313,179633
2016-11-04,13966.900391,14338.799805,13843.0,14173.599609,13708.698241999999,49935
2016-11-07,14338.799805,14545.5,14132.200195,14421.5,13948.467772999998,46687
2016-11-08,14421.5,14710.700195,14214.900391,14462.799805,13988.412109,62912
2016-11-09,14462.799805,14586.799805,12975.200195,13512.400391,13069.186523,139575
2016-11-10,13966.900391,14586.799805,13966.900391,14173.599609,13708.698241999999,104084
2016-11-11,14297.5,15165.299805,14173.599609,15000.0,14507.992188,134129
2016-11-14,15000.0,15371.900391,15000.0,15289.299805,14787.802734,42250
2016-11-15,15289.299805,15371.900391,14669.400391,15041.299805,14547.936522999998,49254
2016-11-16,15041.299805,15165.299805,14834.700195,15082.599609,14587.882813,71534
2016-11-17,15124.0,15206.599609,14710.700195,15082.599609,14587.882813,35487
2016-11-18,15165.299805,15165.299805,14504.099609,14793.400391,14308.168945,46387
2016-11-21,14586.799805,14876.0,14380.200195,14504.099609,14028.357422,19080
2016-11-22,14504.099609,14628.099609,14090.900391,14297.5,13828.535156,34687
2016-11-23,14132.200195,14256.200195,13719.0,13843.0,13388.942383,53511
2016-11-24,13884.299805,13966.900391,13181.799805,13264.5,12829.417969,79662
2016-11-25,13388.400391,13677.700195,13223.099609,13512.400391,13069.186523,55416
2016-11-28,13512.400391,13553.700195,13223.099609,13223.099609,12789.375,39986
2016-11-29,13057.900391,13553.700195,13057.900391,13347.099609,12909.307617,31642
2016-11-30,13553.700195,14049.599609,13223.099609,14049.599609,13588.765625,35942
2016-12-01,14008.299805,14008.299805,13347.099609,13347.099609,12909.307617,57701
2016-12-02,13388.400391,13429.799805,13181.799805,13223.099609,12789.375,14622
2016-12-05,13140.5,13181.799805,12892.599609,12892.599609,12469.714844,50082
2016-12-06,12892.599609,13388.400391,12892.599609,13223.099609,12789.375,32797
2016-12-07,13223.099609,13305.799805,12768.599609,12975.200195,12549.607422,49737
2016-12-08,13264.5,13966.900391,13099.200195,13305.799805,12869.362305,109893
2016-12-09,13636.400391,13636.400391,13264.5,13595.0,13149.076172,50081
2016-12-12,13553.700195,13677.700195,13223.099609,13595.0,13149.076172,44245
2016-12-13,13553.700195,13925.599609,13512.400391,13884.299805,13428.887695,86416
2016-12-14,14008.299805,14338.799805,13884.299805,14132.200195,13668.65625,71989
2016-12-15,14090.900391,14214.900391,13843.0,14132.200195,13668.65625,42861
2016-12-16,14049.599609,14421.5,14008.299805,14421.5,13948.467772999998,57874
2016-12-19,14338.799805,14752.099609,14338.799805,14628.099609,14148.291016,66671
2016-12-20,15206.599609,16157.0,15041.299805,15950.400391,15427.21875,379595
2016-12-21,15991.700195,15991.700195,15619.799805,15867.799805,15347.328125,112841
2016-12-22,15702.5,16157.0,15619.799805,16157.0,15627.041991999999,104349
2016-12-23,16157.0,16528.900391,15950.400391,16528.900391,15986.744141,81354
2016-12-26,16528.900391,17520.699219,16487.599609,16942.099609,16386.390625,139534
2016-12-27,17066.099609,17148.800781,16983.5,17024.800781,16466.378906,97256
2016-12-28,17409.099609,17409.099609,16909.099609,16909.099609,16620.726563,75002
