Date,Open,High,Low,Close,Adj Close,Volume
2012-04-02,4979.649902,4979.649902,4979.649902,4979.649902,4979.649902,0
2012-12-10,5086.0,5086.0,5086.0,5086.0,5086.0,0
2012-12-20,5086.0,5086.0,5086.0,5086.0,5086.0,0
2012-12-26,5086.0,5086.0,5086.0,5086.0,5086.0,0
2013-01-02,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-07-18,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-07-19,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-07-20,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-07-21,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-07-22,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-07-25,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-07-26,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-07-27,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-07-28,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-07-29,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-01,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-02,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-03,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-04,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-05,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-08,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-09,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-10,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-11,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-12,8780.0,8860.0,8780.0,8820.0,8820.0,297883
2016-08-16,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-17,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-18,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-19,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-22,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-23,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-24,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-25,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-26,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-29,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-30,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-08-31,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-01,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-02,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-05,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-06,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-07,8820.0,8830.0,8750.0,8780.0,8780.0,396068
2016-09-08,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-09,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-12,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-13,8790.0,8820.0,8780.0,8820.0,8820.0,188180
2016-09-19,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-20,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-21,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-22,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-23,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-26,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-27,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-28,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-29,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-09-30,8810.0,8830.0,8790.0,8810.0,8810.0,413992
2016-10-04,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-05,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-06,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-07,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-10,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-11,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-12,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-13,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-14,8800.0,8820.0,8800.0,8800.0,8800.0,411321
2016-10-17,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-18,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-19,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-20,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-21,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-24,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-25,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-26,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-27,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-28,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-10-31,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-01,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-02,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-03,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-04,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-07,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-08,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-09,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-10,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-11,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-14,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-15,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-16,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-17,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-21,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-22,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-24,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-25,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-29,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-11-30,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-12-01,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-12-06,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-12-19,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-12-20,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-12-21,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-12-22,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-12-23,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-12-26,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-12-27,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-12-28,5086.0,5086.0,5086.0,5086.0,5086.0,0
2016-12-29,8270.0,8300.0,8120.0,8150.0,8150.0,638277
2017-01-02,5086.0,5086.0,5086.0,5086.0,5086.0,0
2017-01-03,5086.0,5086.0,5086.0,5086.0,5086.0,0
2017-01-04,5086.0,5086.0,5086.0,5086.0,5086.0,0
2017-01-05,5086.0,5086.0,5086.0,5086.0,5086.0,0
2017-01-06,5086.0,5086.0,5086.0,5086.0,5086.0,0
2017-01-09,8270.0,8330.0,8190.0,8320.0,8320.0,499665
2017-01-10,5086.0,5086.0,5086.0,5086.0,5086.0,0
2017-01-11,5086.0,5086.0,5086.0,5086.0,5086.0,0
2017-01-12,5086.0,5086.0,5086.0,5086.0,5086.0,0
