Date,Open,High,Low,Close,Adj Close,Volume
2003-01-21,3650.0,3650.0,3650.0,3650.0,2285.357666,694800
2003-01-22,3720.0,4070.0,3420.0,3500.0,2191.438965,1936900
2003-01-23,3590.0,3590.0,3140.0,3200.0,2003.601318,643800
2003-01-24,3210.0,3250.0,3030.0,3070.0,1922.2050780000002,486700
2003-01-27,2980.0,3070.0,2980.0,2980.0,1865.853882,341400
2003-01-28,2980.0,3040.0,2980.0,2980.0,1865.853882,310700
2003-01-29,2990.0,3020.0,2970.0,2970.0,1859.592407,207200
2003-01-30,2980.0,2990.0,2970.0,2970.0,1859.592407,142900
2003-02-03,2970.0,3000.0,2970.0,2980.0,1865.853882,197100
2003-02-04,2970.0,2990.0,2970.0,2970.0,1859.592407,194300
2003-02-05,2980.0,3040.0,2970.0,2980.0,1865.853882,135900
2003-02-06,2970.0,3000.0,2970.0,2970.0,1859.592407,163400
2003-02-07,2970.0,2990.0,2970.0,2970.0,1859.592407,269300
2003-02-10,2970.0,2980.0,2970.0,2970.0,1859.592407,257200
2003-02-11,2980.0,3200.0,2960.0,3090.0,1934.7274170000003,700900
2003-02-12,3200.0,3280.0,2950.0,2950.0,1847.070313,371800
2003-02-13,2970.0,2980.0,2960.0,2960.0,1853.331177,179400
2003-02-14,2960.0,2970.0,2950.0,2950.0,1847.070313,111000
2003-02-17,2980.0,3000.0,2960.0,2980.0,1865.853882,85600
2003-02-18,2970.0,2980.0,2970.0,2980.0,1865.853882,189600
2003-02-19,2970.0,2990.0,2970.0,2980.0,1865.853882,166600
2003-02-20,2980.0,2990.0,2970.0,2970.0,1859.592407,207600
2003-02-21,2970.0,3100.0,2680.0,2970.0,1859.592407,45000
2003-02-24,2900.0,3000.0,2850.0,2930.0,1834.547729,16600
2003-02-25,2630.0,2950.0,2630.0,2950.0,1847.070313,41500
2003-02-26,2810.0,2950.0,2810.0,2870.0,1796.980103,24000
2003-02-27,2920.0,2920.0,2800.0,2800.0,1753.151123,12800
