Date,Open,High,Low,Close,Adj Close,Volume
2011-11-30,3360.0,3360.0,2866.669922,2866.669922,-5604.101563,12006431
2011-12-01,2880.0,2920.0,2576.0,2720.0,-5317.374022999999,5581751
2011-12-02,2720.0,2800.0,2608.0,2608.0,-5098.423828,1317592
2011-12-05,2656.0,2733.330078,2640.0,2680.0,-5239.177734000001,1467289
2011-12-06,2680.0,2706.669922,2581.330078,2581.330078,-5046.286621,1173386
2011-12-07,2626.669922,2693.330078,2565.330078,2642.669922,-5166.200195,755812
2011-12-08,2658.669922,2733.330078,2613.330078,2664.0,-5207.898438,835012
2011-12-09,2645.330078,2693.330078,2613.330078,2626.669922,-5134.921386999999,296018
2011-12-12,2666.669922,2720.0,2621.330078,2666.669922,-5213.118164,711274
2011-12-13,2666.669922,2680.0,2554.669922,2600.0,-5082.78418,419029
2011-12-14,2608.0,2608.0,2354.669922,2434.669922,-4759.578125,738236
2011-12-15,2386.669922,2557.330078,2282.669922,2360.0,-4613.604004,1315586
2011-12-16,2408.0,2440.0,2349.330078,2397.330078,-4686.581055,380348
2011-12-19,2445.330078,2445.330078,2056.0,2125.330078,-4154.843261999999,595035
2011-12-20,2114.669922,2290.669922,2114.669922,2213.330078,-4326.876953,279248
2011-12-21,2266.669922,2333.330078,2240.0,2280.0,-4457.210449,423202
2011-12-22,2304.0,2325.330078,2256.0,2266.669922,-4431.151367,143336
2011-12-23,2266.669922,2290.669922,2256.0,2269.330078,-4436.351563,132049
2011-12-26,2256.0,2293.330078,2232.0,2245.330078,-4389.434082,113048
2011-12-27,2162.669922,2258.669922,2080.0,2170.669922,-4243.479492,254786
2011-12-28,2170.669922,2170.669922,2096.0,2157.330078,2066.810547,117300
2011-12-29,2157.330078,2160.0,2093.330078,2096.0,2008.0538329999997,125381
2012-01-02,2125.330078,2125.330078,2056.0,2056.0,1969.7321780000002,85440
2012-01-03,2066.669922,2168.0,2058.669922,2093.330078,2005.495972,169451
2012-01-04,2128.0,2128.0,2080.0,2112.0,2023.382446,69761
2012-01-05,2130.669922,2250.669922,2106.669922,2213.330078,2120.460693,244688
2012-01-06,2240.0,2266.669922,2146.669922,2210.669922,2117.912109,187174
2012-01-09,2237.330078,2237.330078,2170.669922,2229.330078,2135.789307,79508
2012-01-10,2266.669922,2370.669922,2218.669922,2328.0,2230.319336,359029
2012-01-11,2370.669922,2376.0,2298.669922,2328.0,2230.319336,315532
2012-01-12,2346.669922,2552.0,2346.669922,2493.330078,2388.712402,900375
2012-01-13,2493.330078,2578.669922,2450.669922,2520.0,2414.263184,518621
2012-01-16,2498.669922,2570.669922,2488.0,2536.0,2429.591797,144022
2012-01-17,2546.669922,2586.669922,2413.330078,2429.330078,2327.397705,443246
2012-01-18,2413.330078,2501.330078,2389.330078,2466.669922,2363.170898,249375
2012-01-19,2442.669922,2501.330078,2432.0,2480.0,2375.941406,142822
2012-01-20,2504.0,2605.330078,2437.330078,2586.669922,2478.135254,307582
2012-01-25,2586.669922,2666.669922,2552.0,2613.330078,2503.677246,247388
2012-01-26,2616.0,2760.0,2594.669922,2760.0,2644.193115,461295
2012-01-27,2733.330078,2773.330078,2706.669922,2746.669922,2631.4221190000003,246649
2012-01-30,2706.669922,2813.330078,2693.330078,2760.0,2644.193115,275850
2012-01-31,2800.0,2826.669922,2680.0,2746.669922,2631.4221190000003,221291
2012-02-01,2720.0,2906.669922,2666.669922,2853.330078,2733.606934,365130
2012-02-02,2906.669922,3080.0,2893.330078,2973.330078,2848.572021,503955
2012-02-03,2973.330078,3133.330078,2973.330078,3093.330078,2963.536865,381454
2012-02-06,3160.0,3160.0,2973.330078,3040.0,2912.444336,200078
2012-02-07,3093.330078,3146.669922,2960.0,2986.669922,2861.3520510000003,233839
2012-02-08,3000.0,3026.669922,2853.330078,3013.330078,2886.893555,167074
2012-02-09,3026.669922,3293.330078,2906.669922,3200.0,3065.731201,351412
2012-02-10,3160.0,3226.669922,3093.330078,3120.0,2989.087891,140359
2012-02-13,3133.330078,3253.330078,3080.0,3133.330078,3001.858398,217039
2012-02-14,3093.330078,3440.0,3093.330078,3266.669922,3129.603516,462866
2012-02-15,3333.330078,3333.330078,3133.330078,3253.330078,3116.8232420000004,329842
2012-02-16,3173.330078,3440.0,3173.330078,3440.0,3295.660889,216229
2012-02-17,3400.0,3706.669922,3400.0,3626.669922,3474.4982909999994,314186
2012-02-20,3733.330078,3733.330078,3573.330078,3733.330078,3576.682861,174472
2012-02-21,3680.0,3746.669922,3560.0,3733.330078,3576.682861,207112
2012-02-22,3693.330078,3693.330078,3560.0,3666.669922,3512.819824,139035
2012-02-23,3586.669922,3653.330078,3506.669922,3586.669922,3436.1767579999996,134025
2012-02-24,3546.669922,3600.0,3360.0,3426.669922,3282.889893,333229
2012-02-27,3373.330078,3586.669922,3373.330078,3426.669922,3282.889893,104546
2012-02-28,3466.669922,3480.0,3293.330078,3333.330078,3193.466797,106118
2012-02-29,3466.669922,3560.0,3426.669922,3506.669922,3359.533203,103500
2012-03-02,3506.669922,3746.669922,3440.0,3653.330078,3500.039551,189806
2012-03-05,3586.669922,3693.330078,3573.330078,3626.669922,3474.4982909999994,65576
